family_id,obs,source_file,tier_norm,begin_s,end_s,dur_s,posture,lb_session,tone_offset_s,Notes,in_tracking,imu_alignable,lb_begin_s,lb_end_s
25003,11B,BRP1_25003_Obs11B_EDITED.txt,posture,1683.0,1686.0,3.0,recline back,BRP1_25003_REC1011_2025-02-26-15-16-25,429.7,,True,True,2112.7,2115.7
25003,11B,BRP1_25003_Obs11B_EDITED.txt,posture,1686.0,1721.0,35.0,recline back,BRP1_25003_REC1011_2025-02-26-15-16-25,429.7,,True,True,2115.7,2150.7
25003,11B,BRP1_25003_Obs11B_EDITED.txt,posture,1721.0,1726.0,5.0,stand,BRP1_25003_REC1011_2025-02-26-15-16-25,429.7,,True,True,2150.7,2155.7
25003,11B,BRP1_25003_Obs11B_EDITED.txt,posture,1726.0,2008.0,282.0,recline back,BRP1_25003_REC1011_2025-02-26-15-16-25,429.7,,True,True,2155.7,2437.7
25003,11B,BRP1_25003_Obs11B_EDITED.txt,posture,2008.0,2016.0,8.0,recline back,BRP1_25003_REC1011_2025-02-26-15-16-25,429.7,,True,True,2437.7,2445.7
25003,11B,BRP1_25003_Obs11B_EDITED.txt,posture,2016.0,2062.0,46.0,recline back,BRP1_25003_REC1011_2025-02-26-15-16-25,429.7,,True,True,2445.7,2491.7
25003,11B,BRP1_25003_Obs11B_EDITED.txt,posture,2062.0,2067.0,5.0,recline back,BRP1_25003_REC1011_2025-02-26-15-16-25,429.7,,True,True,2491.7,2496.7
25003,11B,BRP1_25003_Obs11B_EDITED.txt,posture,2067.0,2099.0,32.0,recline back,BRP1_25003_REC1011_2025-02-26-15-16-25,429.7,,True,True,2496.7,2528.7
25003,11B,BRP1_25003_Obs11B_EDITED.txt,posture,2099.0,2125.0,26.0,sit,BRP1_25003_REC1011_2025-02-26-15-16-25,429.7,,True,True,2528.7,2554.7
25003,11B,BRP1_25003_Obs11B_EDITED.txt,posture,2125.0,2147.0,22.0,recline back,BRP1_25003_REC1011_2025-02-26-15-16-25,429.7,,True,True,2554.7,2576.7
25003,11B,BRP1_25003_Obs11B_EDITED.txt,posture,2147.0,2180.0,33.0,sit,BRP1_25003_REC1011_2025-02-26-15-16-25,429.7,,True,True,2576.7,2609.7
25003,11B,BRP1_25003_Obs11B_EDITED.txt,posture,2180.0,2208.0,28.0,stand,BRP1_25003_REC1011_2025-02-26-15-16-25,429.7,,True,True,2609.7,2637.7
25003,11B,BRP1_25003_Obs11B_EDITED.txt,posture,2208.0,2219.0,11.0,recline back,BRP1_25003_REC1011_2025-02-26-15-16-25,429.7,,True,True,2637.7,2648.7
25003,11B,BRP1_25003_Obs11B_EDITED.txt,posture,2219.0,2376.0,157.0,stand,BRP1_25003_REC1011_2025-02-26-15-16-25,429.7,,True,True,2648.7,2805.7
25003,11B,BRP1_25003_Obs11B_EDITED.txt,posture,2376.0,2379.925,3.925,sit,BRP1_25003_REC1011_2025-02-26-15-16-25,429.7,,True,True,2805.7,2809.625
25003,11B,BRP1_25003_Obs11B_EDITED.txt,posture,2379.925,2385.494,5.569,recline back,BRP1_25003_REC1011_2025-02-26-15-16-25,429.7,,True,True,2809.625,2815.194
25003,11B,BRP1_25003_Obs11B_EDITED.txt,posture,2385.494,2495.0,109.506,on back,BRP1_25003_REC1011_2025-02-26-15-16-25,429.7,,True,True,2815.194,2924.7
25003,11B,BRP1_25003_Obs11B_EDITED.txt,posture,2495.0,2507.0,12.0,on side,BRP1_25003_REC1011_2025-02-26-15-16-25,429.7,,True,True,2924.7,2936.7
25003,11B,BRP1_25003_Obs11B_EDITED.txt,posture,2507.0,2756.0,249.0,on stomach,BRP1_25003_REC1011_2025-02-26-15-16-25,429.7,,True,True,2936.7,3185.7
25003,11B,BRP1_25003_Obs11B_EDITED.txt,posture,2756.0,2956.0,200.0,on back,BRP1_25003_REC1011_2025-02-26-15-16-25,429.7,,True,True,3185.7,3385.7
25003,11B,BRP1_25003_Obs11B_EDITED.txt,posture,2956.0,2997.0,41.0,stand,BRP1_25003_REC1011_2025-02-26-15-16-25,429.7,,True,True,3385.7,3426.7
25003,12A,BRP1_25003_Obs12A_EDITED.txt,posture,0.0,292.0,292.0,on stomach,BRP1_25003_REC121314_2025-02-28-14-40-41,60.0,,True,True,60.0,352.0
25003,12A,BRP1_25003_Obs12A_EDITED.txt,posture,292.0,313.0,21.0,on stomach,BRP1_25003_REC121314_2025-02-28-14-40-41,60.0,,True,True,352.0,373.0
25003,12A,BRP1_25003_Obs12A_EDITED.txt,posture,313.0,315.0,2.0,stand,BRP1_25003_REC121314_2025-02-28-14-40-41,60.0,,True,True,373.0,375.0
25003,12A,BRP1_25003_Obs12A_EDITED.txt,posture,315.0,344.0,29.0,sit,BRP1_25003_REC121314_2025-02-28-14-40-41,60.0,,True,True,375.0,404.0
25003,12A,BRP1_25003_Obs12A_EDITED.txt,posture,344.0,410.0,66.0,on back,BRP1_25003_REC121314_2025-02-28-14-40-41,60.0,,True,True,404.0,470.0
25003,12A,BRP1_25003_Obs12A_EDITED.txt,posture,410.0,437.0,27.0,stand,BRP1_25003_REC121314_2025-02-28-14-40-41,60.0,,True,True,470.0,497.0
25003,12A,BRP1_25003_Obs12A_EDITED.txt,posture,437.0,602.0,165.0,on back,BRP1_25003_REC121314_2025-02-28-14-40-41,60.0,,True,True,497.0,662.0
25003,12A,BRP1_25003_Obs12A_EDITED.txt,posture,602.0,659.0,57.0,stand,BRP1_25003_REC121314_2025-02-28-14-40-41,60.0,,True,True,662.0,719.0
25003,12A,BRP1_25003_Obs12A_EDITED.txt,posture,659.0,660.0,1.0,stand,BRP1_25003_REC121314_2025-02-28-14-40-41,60.0,,True,True,719.0,720.0
25003,12A,BRP1_25003_Obs12A_EDITED.txt,posture,660.0,673.0,13.0,sit,BRP1_25003_REC121314_2025-02-28-14-40-41,60.0,,True,True,720.0,733.0
25003,12A,BRP1_25003_Obs12A_EDITED.txt,posture,673.0,694.0,21.0,on back,BRP1_25003_REC121314_2025-02-28-14-40-41,60.0,,True,True,733.0,754.0
25003,12A,BRP1_25003_Obs12A_EDITED.txt,posture,694.0,701.0,7.0,on side,BRP1_25003_REC121314_2025-02-28-14-40-41,60.0,,True,True,754.0,761.0
25003,12A,BRP1_25003_Obs12A_EDITED.txt,posture,701.0,1305.0,604.0,on stomach,BRP1_25003_REC121314_2025-02-28-14-40-41,60.0,,True,True,761.0,1365.0
25003,12A,BRP1_25003_Obs12A_EDITED.txt,posture,1305.0,1529.0,224.0,on back,BRP1_25003_REC121314_2025-02-28-14-40-41,60.0,,True,True,1365.0,1589.0
25003,12A,BRP1_25003_Obs12A_EDITED.txt,posture,1529.0,1660.0,131.0,stand,BRP1_25003_REC121314_2025-02-28-14-40-41,60.0,,True,True,1589.0,1720.0
25003,12A,BRP1_25003_Obs12A_EDITED.txt,posture,1660.0,2073.0,413.0,on back,BRP1_25003_REC121314_2025-02-28-14-40-41,60.0,,True,True,1720.0,2133.0
25003,12A,BRP1_25003_Obs12A_EDITED.txt,posture,2073.0,2075.0,2.0,on side,BRP1_25003_REC121314_2025-02-28-14-40-41,60.0,,True,True,2133.0,2135.0
25003,12A,BRP1_25003_Obs12A_EDITED.txt,posture,2075.0,2153.0,78.0,on back,BRP1_25003_REC121314_2025-02-28-14-40-41,60.0,,True,True,2135.0,2213.0
25003,12A,BRP1_25003_Obs12A_EDITED.txt,posture,2153.0,2154.0,1.0,on side,BRP1_25003_REC121314_2025-02-28-14-40-41,60.0,,True,True,2213.0,2214.0
25003,12A,BRP1_25003_Obs12A_EDITED.txt,posture,2154.0,2309.008,155.008,on back,BRP1_25003_REC121314_2025-02-28-14-40-41,60.0,,True,True,2214.0,2369.008
25003,12A,BRP1_25003_Obs12A_EDITED.txt,posture,2309.008,2312.0,2.992,on side,BRP1_25003_REC121314_2025-02-28-14-40-41,60.0,,True,True,2369.008,2372.0
25003,12A,BRP1_25003_Obs12A_EDITED.txt,posture,2312.0,2567.0,255.0,on stomach,BRP1_25003_REC121314_2025-02-28-14-40-41,60.0,,True,True,2372.0,2627.0
25003,12A,BRP1_25003_Obs12A_EDITED.txt,posture,2567.0,2608.0,41.0,on stomach,BRP1_25003_REC121314_2025-02-28-14-40-41,60.0,,True,True,2627.0,2668.0
25003,12A,BRP1_25003_Obs12A_EDITED.txt,posture,2608.0,2609.0,1.0,on back,BRP1_25003_REC121314_2025-02-28-14-40-41,60.0,,True,True,2668.0,2669.0
25003,12A,BRP1_25003_Obs12A_EDITED.txt,posture,2609.0,3166.0,557.0,on stomach,BRP1_25003_REC121314_2025-02-28-14-40-41,60.0,,True,True,2669.0,3226.0
25003,13A,BRP1_25003_Obs13A_EDITED.txt,posture,0.0,105.0,105.0,on back,BRP1_25003_REC121314_2025-03-03-10-00-56,342.9,,True,True,342.9,447.9
25003,13A,BRP1_25003_Obs13A_EDITED.txt,posture,105.0,131.0,26.0,sit,BRP1_25003_REC121314_2025-03-03-10-00-56,342.9,,True,True,447.9,473.9
25003,13A,BRP1_25003_Obs13A_EDITED.txt,posture,131.0,195.0,64.0,stand,BRP1_25003_REC121314_2025-03-03-10-00-56,342.9,,True,True,473.9,537.9
25003,13A,BRP1_25003_Obs13A_EDITED.txt,posture,195.0,773.0,578.0,on back,BRP1_25003_REC121314_2025-03-03-10-00-56,342.9,,True,True,537.9,1115.9
25003,13A,BRP1_25003_Obs13A_EDITED.txt,posture,773.0,816.0,43.0,stand,BRP1_25003_REC121314_2025-03-03-10-00-56,342.9,,True,True,1115.9,1158.9
25003,13A,BRP1_25003_Obs13A_EDITED.txt,posture,816.0,1130.0,314.0,sit,BRP1_25003_REC121314_2025-03-03-10-00-56,342.9,,True,True,1158.9,1472.9
25003,13A,BRP1_25003_Obs13A_EDITED.txt,posture,1130.0,1159.0,29.0,stand,BRP1_25003_REC121314_2025-03-03-10-00-56,342.9,,True,True,1472.9,1501.9
25003,13A,BRP1_25003_Obs13A_EDITED.txt,posture,1159.0,1691.0,532.0,on back,BRP1_25003_REC121314_2025-03-03-10-00-56,342.9,,True,True,1501.9,2033.9
25003,13A,BRP1_25003_Obs13A_EDITED.txt,posture,1691.0,1719.0,28.0,stand,BRP1_25003_REC121314_2025-03-03-10-00-56,342.9,,True,True,2033.9,2061.9
25003,13A,BRP1_25003_Obs13A_EDITED.txt,posture,1719.0,1735.0,16.0,sit,BRP1_25003_REC121314_2025-03-03-10-00-56,342.9,,True,True,2061.9,2077.9
25003,13A,BRP1_25003_Obs13A_EDITED.txt,posture,1735.0,1745.0,10.0,stand,BRP1_25003_REC121314_2025-03-03-10-00-56,342.9,,True,True,2077.9,2087.9
25003,13A,BRP1_25003_Obs13A_EDITED.txt,posture,1745.0,1800.0,55.0,sit,BRP1_25003_REC121314_2025-03-03-10-00-56,342.9,,True,True,2087.9,2142.9
25003,13A,BRP1_25003_Obs13A_EDITED.txt,posture,1800.0,1827.0,27.0,sit,BRP1_25003_REC121314_2025-03-03-10-00-56,342.9,,True,True,2142.9,2169.9
25003,13A,BRP1_25003_Obs13A_EDITED.txt,posture,1827.0,1836.0,9.0,sit,BRP1_25003_REC121314_2025-03-03-10-00-56,342.9,,True,True,2169.9,2178.9
25003,14A,BRP1_25003_Obs14A_EDITED.txt,posture,0.0,26.0,26.0,on back,BRP1_25003_REC121314_2025-03-05-09-57-37,,NO LB TONE: Find alternate way to align,True,False,,
25003,14A,BRP1_25003_Obs14A_EDITED.txt,posture,26.0,27.0,1.0,stand,BRP1_25003_REC121314_2025-03-05-09-57-37,,NO LB TONE: Find alternate way to align,True,False,,
25003,14A,BRP1_25003_Obs14A_EDITED.txt,posture,27.0,33.0,6.0,sit,BRP1_25003_REC121314_2025-03-05-09-57-37,,NO LB TONE: Find alternate way to align,True,False,,
25003,14A,BRP1_25003_Obs14A_EDITED.txt,posture,33.0,152.0,119.0,recline back,BRP1_25003_REC121314_2025-03-05-09-57-37,,NO LB TONE: Find alternate way to align,True,False,,
25003,14A,BRP1_25003_Obs14A_EDITED.txt,posture,152.0,184.0,32.0,on back,BRP1_25003_REC121314_2025-03-05-09-57-37,,NO LB TONE: Find alternate way to align,True,False,,
25003,14A,BRP1_25003_Obs14A_EDITED.txt,posture,184.0,274.0,90.0,recline back,BRP1_25003_REC121314_2025-03-05-09-57-37,,NO LB TONE: Find alternate way to align,True,False,,
25003,14B,BRP1_25003_Obs14B_EDITED.txt,posture,0.0,61.0,61.0,stand,BRP1_25003_REC121314_2025-03-05-15-34-26,35.5,,True,True,35.5,96.5
25003,14B,BRP1_25003_Obs14B_EDITED.txt,posture,61.0,84.0,23.0,sit,BRP1_25003_REC121314_2025-03-05-15-34-26,35.5,,True,True,96.5,119.5
25003,14B,BRP1_25003_Obs14B_EDITED.txt,posture,84.0,95.0,11.0,stand,BRP1_25003_REC121314_2025-03-05-15-34-26,35.5,,True,True,119.5,130.5
25003,14B,BRP1_25003_Obs14B_EDITED.txt,posture,95.0,97.0,2.0,sit,BRP1_25003_REC121314_2025-03-05-15-34-26,35.5,,True,True,130.5,132.5
25003,14B,BRP1_25003_Obs14B_EDITED.txt,posture,97.0,112.0,15.0,recline back,BRP1_25003_REC121314_2025-03-05-15-34-26,35.5,,True,True,132.5,147.5
25003,14B,BRP1_25003_Obs14B_EDITED.txt,posture,112.0,176.0,64.0,on back,BRP1_25003_REC121314_2025-03-05-15-34-26,35.5,,True,True,147.5,211.5
25003,14B,BRP1_25003_Obs14B_EDITED.txt,posture,176.0,183.0,7.0,on back,BRP1_25003_REC121314_2025-03-05-15-34-26,35.5,,True,True,211.5,218.5
25003,14B,BRP1_25003_Obs14B_EDITED.txt,posture,183.0,217.0,34.0,on back,BRP1_25003_REC121314_2025-03-05-15-34-26,35.5,,True,True,218.5,252.5
25003,14B,BRP1_25003_Obs14B_EDITED.txt,posture,217.0,224.0,7.0,on side,BRP1_25003_REC121314_2025-03-05-15-34-26,35.5,,True,True,252.5,259.5
25003,14B,BRP1_25003_Obs14B_EDITED.txt,posture,224.0,227.0,3.0,on back,BRP1_25003_REC121314_2025-03-05-15-34-26,35.5,,True,True,259.5,262.5
25003,14B,BRP1_25003_Obs14B_EDITED.txt,posture,227.0,253.0,26.0,on side,BRP1_25003_REC121314_2025-03-05-15-34-26,35.5,,True,True,262.5,288.5
25003,14B,BRP1_25003_Obs14B_EDITED.txt,posture,253.0,1071.963,818.963,on stomach,BRP1_25003_REC121314_2025-03-05-15-34-26,35.5,,True,True,288.5,1107.463
25003,14B,BRP1_25003_Obs14B_EDITED.txt,posture,1071.963,1102.754,30.791,on back,BRP1_25003_REC121314_2025-03-05-15-34-26,35.5,,True,True,1107.463,1138.254
25003,14B,BRP1_25003_Obs14B_EDITED.txt,posture,1102.754,1124.0,21.246,on side,BRP1_25003_REC121314_2025-03-05-15-34-26,35.5,,True,True,1138.254,1159.5
25003,14B,BRP1_25003_Obs14B_EDITED.txt,posture,1124.0,1851.0,727.0,on stomach,BRP1_25003_REC121314_2025-03-05-15-34-26,35.5,,True,True,1159.5,1886.5
25003,15A,BRP1_25003_Obs15A_EDITED.txt,posture,0.0,42.0,42.0,on back,BRP1_25003_REC15_2025-03-10-09-54-17,335.5,,True,True,335.5,377.5
25003,15A,BRP1_25003_Obs15A_EDITED.txt,posture,42.0,45.0,3.0,on stomach,BRP1_25003_REC15_2025-03-10-09-54-17,335.5,,True,True,377.5,380.5
25003,15A,BRP1_25003_Obs15A_EDITED.txt,posture,45.0,1093.0,1048.0,on stomach,BRP1_25003_REC15_2025-03-10-09-54-17,335.5,,True,True,380.5,1428.5
25003,15A,BRP1_25003_Obs15A_EDITED.txt,posture,1093.0,1387.0,294.0,on back,BRP1_25003_REC15_2025-03-10-09-54-17,335.5,,True,True,1428.5,1722.5
25003,15A,BRP1_25003_Obs15A_EDITED.txt,posture,1387.0,1413.795,26.795,sit,BRP1_25003_REC15_2025-03-10-09-54-17,335.5,,True,True,1722.5,1749.295
25003,15A,BRP1_25003_Obs15A_EDITED.txt,posture,1413.795,1418.0,4.205,sit,BRP1_25003_REC15_2025-03-10-09-54-17,335.5,,True,True,1749.295,1753.5
25003,15A,BRP1_25003_Obs15A_EDITED.txt,posture,1418.0,1431.0,13.0,sit,BRP1_25003_REC15_2025-03-10-09-54-17,335.5,,True,True,1753.5,1766.5
25003,15A,BRP1_25003_Obs15A_EDITED.txt,posture,1431.0,1438.388,7.388,sit,BRP1_25003_REC15_2025-03-10-09-54-17,335.5,,True,True,1766.5,1773.888
25003,15A,BRP1_25003_Obs15A_EDITED.txt,posture,1438.388,1469.0,30.612,on back,BRP1_25003_REC15_2025-03-10-09-54-17,335.5,,True,True,1773.888,1804.5
25003,15B,BRP1_25003_Obs15B_EDITED.txt,posture,0.0,1321.725,1321.725,sit,BRP1_25003_REC15_2025-03-10-14-48-25,52.5,,True,True,52.5,1374.225
25003,16A,BRP1_25003_Obs16A_EDITED.txt,posture,0.0,303.0,303.0,on stomach,BRP1_25003_REC16_2025-03-26-09-48-57,377.0,,True,True,377.0,680.0
25003,16A,BRP1_25003_Obs16A_EDITED.txt,posture,303.0,377.0,74.0,on back,BRP1_25003_REC16_2025-03-26-09-48-57,377.0,,True,True,680.0,754.0
25003,16A,BRP1_25003_Obs16A_EDITED.txt,posture,377.0,550.0,173.0,sit,BRP1_25003_REC16_2025-03-26-09-48-57,377.0,,True,True,754.0,927.0
25003,16A,BRP1_25003_Obs16A_EDITED.txt,posture,550.0,988.0,438.0,on stomach,BRP1_25003_REC16_2025-03-26-09-48-57,377.0,,True,True,927.0,1365.0
25003,16B,BRP1_25003_Obs16B_EDITED.txt,posture,0.0,79.0,79.0,on stomach,BRP1_25003_REC16_2025-03-26-15-21-32,36.8,,True,True,36.8,115.8
25003,16B,BRP1_25003_Obs16B_EDITED.txt,posture,79.0,115.0,36.0,on back,BRP1_25003_REC16_2025-03-26-15-21-32,36.8,,True,True,115.8,151.8
25003,16B,BRP1_25003_Obs16B_EDITED.txt,posture,115.0,687.0,572.0,on stomach,BRP1_25003_REC16_2025-03-26-15-21-32,36.8,,True,True,151.8,723.8
25003,16B,BRP1_25003_Obs16B_EDITED.txt,posture,687.0,710.0,23.0,on back,BRP1_25003_REC16_2025-03-26-15-21-32,36.8,,True,True,723.8,746.8
25003,16B,BRP1_25003_Obs16B_EDITED.txt,posture,710.0,712.0,2.0,stand,BRP1_25003_REC16_2025-03-26-15-21-32,36.8,,True,True,746.8,748.8
25003,16B,BRP1_25003_Obs16B_EDITED.txt,posture,712.0,757.0,45.0,sit,BRP1_25003_REC16_2025-03-26-15-21-32,36.8,,True,True,748.8,793.8
25003,16B,BRP1_25003_Obs16B_EDITED.txt,posture,757.0,781.0,24.0,stand,BRP1_25003_REC16_2025-03-26-15-21-32,36.8,,True,True,793.8,817.8
25003,16B,BRP1_25003_Obs16B_EDITED.txt,posture,781.0,800.0,19.0,sit,BRP1_25003_REC16_2025-03-26-15-21-32,36.8,,True,True,817.8,836.8
25003,16B,BRP1_25003_Obs16B_EDITED.txt,posture,800.0,893.0,93.0,stand,BRP1_25003_REC16_2025-03-26-15-21-32,36.8,,True,True,836.8,929.8
25003,16B,BRP1_25003_Obs16B_EDITED.txt,posture,893.0,913.0,20.0,sit,BRP1_25003_REC16_2025-03-26-15-21-32,36.8,,True,True,929.8,949.8
25003,16B,BRP1_25003_Obs16B_EDITED.txt,posture,913.0,938.776,25.776,sit,BRP1_25003_REC16_2025-03-26-15-21-32,36.8,,True,True,949.8,975.5759999999999
25003,16B,BRP1_25003_Obs16B_EDITED.txt,posture,938.776,943.999,5.223,recline back,BRP1_25003_REC16_2025-03-26-15-21-32,36.8,,True,True,975.5759999999999,980.799
25003,16B,BRP1_25003_Obs16B_EDITED.txt,posture,944.0,946.0,2.0,on back,BRP1_25003_REC16_2025-03-26-15-21-32,36.8,,True,True,980.8,982.8
25003,16B,BRP1_25003_Obs16B_EDITED.txt,posture,946.0,948.0,2.0,on side,BRP1_25003_REC16_2025-03-26-15-21-32,36.8,,True,True,982.8,984.8
25003,16B,BRP1_25003_Obs16B_EDITED.txt,posture,948.0,1046.0,98.0,on stomach,BRP1_25003_REC16_2025-03-26-15-21-32,36.8,,True,True,984.8,1082.8
25003,16B,BRP1_25003_Obs16B_EDITED.txt,posture,1046.0,1049.0,3.0,on stomach,BRP1_25003_REC16_2025-03-26-15-21-32,36.8,,True,True,1082.8,1085.8
25003,16B,BRP1_25003_Obs16B_EDITED.txt,posture,1049.0,1063.0,14.0,on stomach,BRP1_25003_REC16_2025-03-26-15-21-32,36.8,,True,True,1085.8,1099.8
25003,16B,BRP1_25003_Obs16B_EDITED.txt,posture,1063.0,1066.0,3.0,on stomach,BRP1_25003_REC16_2025-03-26-15-21-32,36.8,,True,True,1099.8,1102.8
25003,16B,BRP1_25003_Obs16B_EDITED.txt,posture,1066.0,1179.0,113.0,on stomach,BRP1_25003_REC16_2025-03-26-15-21-32,36.8,,True,True,1102.8,1215.8
25003,16B,BRP1_25003_Obs16B_EDITED.txt,posture,1179.0,1200.0,21.0,on back,BRP1_25003_REC16_2025-03-26-15-21-32,36.8,,True,True,1215.8,1236.8
25003,16B,BRP1_25003_Obs16B_EDITED.txt,posture,1200.0,1212.0,12.0,on back,BRP1_25003_REC16_2025-03-26-15-21-32,36.8,,True,True,1236.8,1248.8
25003,16B,BRP1_25003_Obs16B_EDITED.txt,posture,1212.0,1264.0,52.0,on back,BRP1_25003_REC16_2025-03-26-15-21-32,36.8,,True,True,1248.8,1300.8
25003,16B,BRP1_25003_Obs16B_EDITED.txt,posture,1264.0,1288.0,24.0,sit,BRP1_25003_REC16_2025-03-26-15-21-32,36.8,,True,True,1300.8,1324.8
25003,16B,BRP1_25003_Obs16B_EDITED.txt,posture,1288.0,1529.0,241.0,recline back,BRP1_25003_REC16_2025-03-26-15-21-32,36.8,,True,True,1324.8,1565.8
25003,16B,BRP1_25003_Obs16B_EDITED.txt,posture,1529.0,1532.0,3.0,sit,BRP1_25003_REC16_2025-03-26-15-21-32,36.8,,True,True,1565.8,1568.8
25003,16B,BRP1_25003_Obs16B_EDITED.txt,posture,1532.0,1709.0,177.0,stand,BRP1_25003_REC16_2025-03-26-15-21-32,36.8,,True,True,1568.8,1745.8
25003,16B,BRP1_25003_Obs16B_EDITED.txt,posture,1709.0,1753.0,44.0,stand,BRP1_25003_REC16_2025-03-26-15-21-32,36.8,,True,True,1745.8,1789.8
25003,16B,BRP1_25003_Obs16B_EDITED.txt,posture,1753.0,1796.0,43.0,stand,BRP1_25003_REC16_2025-03-26-15-21-32,36.8,,True,True,1789.8,1832.8
25003,2A,BRP1_25003_Obs2A_EDITED.txt,posture,0.0,30.0,30.0,on back,BRP1_25003_REC123_2025-01-24-10-14-09,,NO LB TONE: Find alternate way to align,True,False,,
25003,2A,BRP1_25003_Obs2A_EDITED.txt,posture,30.0,33.0,3.0,on side,BRP1_25003_REC123_2025-01-24-10-14-09,,NO LB TONE: Find alternate way to align,True,False,,
